id,title,authors,year,venue,url,abstract
Zonhl0c9I0,SELF-EVOLVED REWARD LEARNING FOR LLMS,Chenghua Huang; Zhizhen Fan; Lu Wang; Fangkai Yang; Pu Zhao; Zeqi Lin; Qingwei Lin; Dongmei Zhang; Saravan Rajmohan; Qi Zhang,2024,ICLR 2025 Poster,https://openreview.net/forum?id=Zonhl0c9I0,"Reinforcement Learning from Human Feedback (RLHF) is a crucial technique for aligning language models with human preferences and is a key factor in the success of modern conversational models like GPT-4, ChatGPT, and Llama 2. A significant challenge in employing RLHF lies in training a reliable RM, which relies on high-quality labels. Typically, these labels are provided by human experts or a stronger AI, both of which can be costly and introduce bias that may affect the language model's responses. As models improve, human input may become less effective in enhancing their performance. This paper explores the potential of using the RM itself to generate additional training data for a more robust RM. Our experiments demonstrate that reinforcement learning from self-feedback outperforms baseline approaches.
We conducted extensive experiments with our approach on multiple datasets, such as HH-RLHF and UltraFeedback, and models including Mistral and Llama 3, comparing it against various baselines. Our results indicate that, even with a limited amount of human-labeled data, learning from self-feedback can robustly enhance the performance of the RM, thereby improving the capabilities of large language models."
1fpjV6xQ6Q,Incorporating Generative Feedback for Mitigating Hallucinations in Large Vision-Language Models,Ce Zhang; Zifu Wan; Zhehan Kan; Martin Q. Ma; Simon Stepputtis; Deva Ramanan; Russ Salakhutdinov; Louis-Philippe Morency; Katia P. Sycara; Yaqi Xie,2024,NeurIPS 2024 Workshop RBFM Poster,https://openreview.net/forum?id=1fpjV6xQ6Q,"While recent Large Vision-Language Models (LVLMs) have shown remarkable performance in multi-modal tasks, they are prone to generating hallucinatory text responses that do not align with the given visual input, which restricts their practical applicability in real-world scenarios. In this work, inspired by the observation that the text-to-image generation process is the inverse of image-conditioned response generation in LVLMs, we explore the potential of leveraging text-to-image generative models to assist in mitigating hallucinations in LVLMs. We discover that generative models can offer valuable self-feedback for mitigating hallucinations at both the response and token levels. Building on this insight, we introduce self-correcting Decoding with Generative Feedback (DeGF), a novel training-free algorithm that incorporates generative feedback into the decoding process to effectively mitigate hallucinations. Specifically, DeGF generates an image from the initial response produced by LVLMs, which acts as an auxiliary visual reference and provides self-feedback to verify and, if necessary, correct the initial response. Extensive experimental results validate the effectiveness of our approach in mitigating diverse types of hallucinations, consistently surpassing state-of-the-art methods across two evaluated LVLMs and five benchmarks."
ePPSQ9C2xe,,,2025,,https://openreview.net/forum?id=l6uUFUKWHw,
sT3TWm4rmg,,,2024,,https://openreview.net/forum?id=OoNazl6T7D,
X2WCbYA1ah,Chain-of-Experience for Continual LLM Improvement,,2026,ACL ARR 2026 January Submission,https://openreview.net/forum?id=X2WCbYA1ah,"Humans continuously learn from experience, whereas conventional large language model (LLM) evaluations ignore the models' ability to improve through inference-time interaction. In this paper, we study how LLMs learn from iterative experience at test time, a setting we refer to as Chain-of-Experience (CoE), analyzing how models improve across repeated attempts with feedback. Through iterative interactions with self or environmental feedback, models accumulate experiential traces that inform future problem solving. This forms a continual improvement loop beyond zero-shot inference. We instantiate CoE with diverse feedback mechanisms, including model self-feedback and environmental signals such as correctness or public coding test pass rates, and evaluate across math, coding, and knowledge domains using 7 LLMs, including GPT-5, Gemini-2.5 Pro, and Claude-4.5 Sonnet. Our study show that by leveraging iterative experience consistently outperforms feedback-free baselines, achieving substantial performance gains with self feedback alone, alongside a 5.6% overall improvement and 19% lower API cost across tasks and models. We further observe a positive correlation between the LLM base ability and its improvement capacity, and show that models can still improve under weak or spurious feedback, with different feedback contributing to distinct improvement aspects and most gains emerging early in the experience iterations."
tTBXePRKSx,Self-Correcting Decoding with Generative Feedback for Mitigating Hallucinations in Large Vision-Language Models,Ce Zhang; Zifu Wan; Zhehan Kan; Martin Q. Ma; Simon Stepputtis; Deva Ramanan; Russ Salakhutdinov; Louis-Philippe Morency; Katia P. Sycara; Yaqi Xie,2024,ICLR 2025 Poster,https://openreview.net/forum?id=tTBXePRKSx,"While recent Large Vision-Language Models (LVLMs) have shown remarkable performance in multi-modal tasks, they are prone to generating hallucinatory text responses that do not align with the given visual input, which restricts their practical applicability in real-world scenarios. In this work, inspired by the observation that the text-to-image generation process is the inverse of image-conditioned response generation in LVLMs, we explore the potential of leveraging text-to-image generative models to assist in mitigating hallucinations in LVLMs. We discover that generative models can offer valuable self-feedback for mitigating hallucinations at both the response and token levels. Building on this insight, we introduce self-correcting Decoding with Generative Feedback (DeGF), a novel training-free algorithm that incorporates feedback from text-to-image generative models into the decoding process to effectively mitigate hallucinations in LVLMs. Specifically, DeGF generates an image from the initial response produced by LVLMs, which acts as an auxiliary visual reference and provides self-feedback to verify and correct the initial response through complementary or contrastive decoding. Extensive experimental results validate the effectiveness of our approach in mitigating diverse types of hallucinations, consistently surpassing state-of-the-art methods across six benchmarks. Code is available at https://github.com/zhangce01/DeGF."
gdzpnRBP4F,RLSF: Reinforcement Learning from Self-feedback for improved logical reasoning,Matthew Sutton; Carel van Niekerk; Renato Vukovic; Hsien-chin Lin; Milica Gasic,2024,ICLR 2025 Conference Withdrawn Submission,https://openreview.net/forum?id=gdzpnRBP4F,"Large Language Models (LLMs) have demonstrated impressive capabilities in generating coherent and contextually relevant text. These models
arguably lack the ability to logically reason, an essential skill required to solving mathematical problems and programming tasks.
While step-by-step prompting approaches show some promise, they often depend on finding a suitable prompt tailored to the specific model and task.  In this work, we propose a simple, yet an effective approach to enhance reasoning capabilities by leveraging reinforcement learning (RL) and the confidence scores of a well-calibrated LLM. It involves optimising an implicit reward derived from the model's confidence levels in the answer to the reasoning task at hand.
We generate preference data and fine-tune the LLM in a similar spirit to reinforcement learning from human feedback (RLHF), but without needing any human provided labels or preferences.
Our results show that resulting reasoning abilities of an LLM improve and are transferable to other reasoning tasks. This warrants further investigation of RL as a facilitator for solving complex language tasks."
V5RNcWZVs9,,,2025,,https://openreview.net/forum?id=VslBk8Rzcn,
3pUnG3T07i,,,2025,,https://openreview.net/forum?id=lkQ8ljR0Fc,
MIDZbjstpr,,,2025,,https://openreview.net/forum?id=7y11BdJIOp,
uRTpURQN4A,,,2024,,https://openreview.net/forum?id=K3KrOsR6y9,
HPYGqJi1dN,Response to Authors ,,2023,,https://openreview.net/forum?id=zsOOqjaj2z,
Rb5NblsxcZ,Response from Authors,,2023,,https://openreview.net/forum?id=zsOOqjaj2z,
d8TVMjAI7u,Followup questions,,2023,,https://openreview.net/forum?id=9rPyHyjfwP,
Cbh8JE2TxC,,,2025,,https://openreview.net/forum?id=gMajoi2xsq,
a0x1Vmf0lK,,,2025,,https://openreview.net/forum?id=QgEDWbZQ6V,
B9jqvHPbw3,,,2024,,https://openreview.net/forum?id=MK6E6IgROl,
8EcckOIEUs,,,2023,,https://openreview.net/forum?id=50P9TDPEsh,
UhIMB5MIHB,,,2024,,https://openreview.net/forum?id=fO1xnmW8T6,
qCKbPvtdt6,,,2025,,https://openreview.net/forum?id=cmHkNCtvb5,
fWEBdjPP53,,,2025,,https://openreview.net/forum?id=89RGVbULYt,
E5c4xofAue,,,2024,,https://openreview.net/forum?id=yu1vqQqKkx,
RTDT90MATS,,,2024,,https://openreview.net/forum?id=tTBXePRKSx,
Xj9ARveKaI,Author Response to Reviewer UaWP - Part 3,,2025,,https://openreview.net/forum?id=l6uUFUKWHw,
3AQum6haKV,,,2024,,https://openreview.net/forum?id=R6q67CDBCH,
uppdfxRZir,,,2025,,https://openreview.net/forum?id=lqUyAmwbFM,
NgYC46mvHv,,,2024,,https://openreview.net/forum?id=8y7R2pdCl7,
rbRGRUtBFT,,,2023,,https://openreview.net/forum?id=D8DAQhpznu,
iYAUwC8IK6,Response to Reviewer Huoq,,2023,,https://openreview.net/forum?id=zsOOqjaj2z,
zTUljGWYGS,,,2025,,https://openreview.net/forum?id=8pkJD7KqIE,
f60CTyzHhl,,,2025,,https://openreview.net/forum?id=rzJlQi3rAd,
XTJyP2JCFF,,,2025,,https://openreview.net/forum?id=Uft46u0GRx,
QYxVBerAcu,,,2023,,https://openreview.net/forum?id=S37hOerQLB,
majXrspjGf,,,2025,,https://openreview.net/forum?id=2uNlM353RI,
rzJlQi3rAd,What Do LLM Agents Do When Left Alone? Evidence of Spontaneous Meta-Cognitive Patterns,Stefan Szeider,2025,ICLR 2026 Conference Withdrawn Submission,https://openreview.net/forum?id=rzJlQi3rAd,"We introduce an architecture for studying the behavior of large language model (LLM) agents in the absence of externally imposed tasks. Our continuous reason and act framework, using persistent memory and self-feedback, enables sustained autonomous operation. We deployed this architecture across 18 runs using 6 frontier models from Anthropic, OpenAI, XAI, and Google.

We find agents spontaneously organize into three distinct behavioral patterns: 
1. systematic production of multi-cycle projects, 

2. methodological self-inquiry into their own cognitive processes, and

3. recursive conceptualization of their own nature. 

REVISED: These tendencies showed model-specific patterns, with some models consistently adopting a single pattern across all available runs.

These findings provide the first systematic documentation of unprompted LLM agent behavior, establishing a baseline for predicting actions during task ambiguity, error recovery, or extended autonomous operation in deployed systems."
FIO2cm90RE,Author Response to Reviewer NC41 - Part 3,,2025,,https://openreview.net/forum?id=l6uUFUKWHw,
6CXLGW9zw6,,,2024,,https://openreview.net/forum?id=8y7R2pdCl7,
703VLU4UJH,,,2024,,https://openreview.net/forum?id=tTBXePRKSx,
oxmWaFwqO2,,,2024,,https://openreview.net/forum?id=8y7R2pdCl7,
SDYpwB43ju,Inference Cost and Efficiency Issue (2/2),,2024,,https://openreview.net/forum?id=gGWYecsK1U,
2LlrFhQ7PN,,,2023,,https://openreview.net/forum?id=GDdxmymrwL,
wkRrpXD8Np,Can Large Reasoning Models Self-Train?,Sheikh Shafayat; Fahim Tajwar; Ruslan Salakhutdinov; Jeff Schneider; Andrea Zanette,2025,Submitted to ICLR 2026,https://openreview.net/forum?id=wkRrpXD8Np,"Recent successes of reinforcement learning (RL) in training large reasoning models motivate the question of whether  self-training — the process where a model learns from its own judgments — can be sustained within RL. In this work, we study this question using majority voting as a simple self-feedback mechanism. On a comprehensive set of experiments on both synthetic and real reasoning tasks, we find that even this basic approach improves not only the model's reasoning performance, but also its capability of generating better quality feedback for the next RL iteration, driving further model improvement. Yet our analysis also reveals a critical limitation of such a self-training paradigm --- prolonged RL with self-reward leads to reward hacking where models learn to maximize training (pseudo-)reward,
resulting in sudden performance collapse. Together, these results highlight feedback design as the central challenge and call for future research on mechanisms to enable prolonged self-improvement."
nrqbnYgIgR,Pride and Prejudice: LLM Amplifies Self-Bias in Self-Refinement,Wenda Xu; Guanglei Zhu; Xuandong Zhao; Liangming Pan; Lei Li; William Wang,2024,ACL (1) 2024,https://openreview.net/forum?id=nrqbnYgIgR,"Recent studies show that large language models (LLMs) improve their performance through self-feedback on certain tasks while degrade on others. We discovered that such a contrary is due to LLM’s bias in evaluating their own output. In this paper, we formally define LLM’s self-bias – the tendency to favor its own generation – using two statistics. We analyze six LLMs (GPT-4, GPT-3.5, Gemini, LLaMA2, Mixtral and DeepSeek) on translation, constrained text generation, and mathematical reasoning tasks. We find that self-bias is prevalent in all examined LLMs across multiple languages and tasks. Our analysis reveals that while the self-refine pipeline improves the fluency and understandability of model outputs, it further amplifies self-bias. To mitigate such biases, we discover that larger model size and external feedback with accurate assessment can significantly reduce bias in the self-refine pipeline, leading to actual performance improvement in downstream tasks. The code and data are released at https://github.com/xu1998hz/llm_self_bias."
TfLHDXbSPs,,,2023,,https://openreview.net/forum?id=ZvDmna23r3,
NPE27iKou3,,,2025,,https://openreview.net/forum?id=3UyFKkEpME,
NFQ8sdAUi5,,,2025,,https://openreview.net/forum?id=e0lqp1QhVX,
F3H55Oa3Ol,Response to Reviewer VDXd (1/2),,2023,,https://openreview.net/forum?id=XD0PHQ5ry4,
Uft46u0GRx,AsymPuzl: An asymmetric puzzle for multi-agent cooperation,Xavier Cadet; Edward Koh; Peter Chin,2025,ICLR 2026 Conference Withdrawn Submission,https://openreview.net/forum?id=Uft46u0GRx,"Large Language Model (LLM) agents are increasingly studied in multi-turn, multi-agent scenarios, yet most existing setups emphasize open-ended role-play rather than controlled evaluation.
We introduce AsymPuzl, a minimal but expressive two-agent puzzle environment designed to isolate communication under information asymmetry.
Each agent observes complementary but incomplete views of a symbolic puzzle and must exchange messages to solve it cooperatively.
Using a diverse set of current-generation and open-source LLMs, we show that (i) models such as GPT-5 and Claude-4.0 reliably solve puzzles of different sizes by sharing complete information in few turns, (ii) other models tend ignore partner messages or over-correct their hypotheses, and (iii) feedback design is non-trivial: simple self-feedback improves success rates, while detailed joint feedback can hurt performance.
These findings show that even in simple cooperative tasks, LLM communication strategies diverge and depend on the granularity of feedback signals.
AsymPuzl thus provides a testbed for probing the limits of multi-turn cooperation and opens avenues for studying coordination mechanisms."
SXcJh8hoLz,AsymPuzl: An Asymmetric Puzzle for multi-agent cooperation,Xavier Cadet; Edward Koh; Peter Chin,2025,MTI-LLM @ NeurIPS 2025 Poster,https://openreview.net/forum?id=SXcJh8hoLz,"Large Language Model (LLM) agents are increasingly studied in multi-turn, multi-agent scenarios, yet most existing setups emphasize open-ended role-play rather than controlled evaluation.
We introduce AsymPuzl, a minimal but expressive two-agent puzzle environment designed to isolate communication under information asymmetry.
Each agent observes complementary but incomplete views of a symbolic puzzle and must exchange messages to solve it cooperatively.
Using a diverse set of current-generation and open-source LLMs, we show that (i) strong models such as GPT-5 and Claude-4.0 reliably converge across puzzle sizes on the solution by sharing complete information in two turns, (ii) weaker models often ignore partner messages or over-correct their hypotheses, and (iii) feedback design is non-trivial: simple self-feedback improves success rates, while detailed joint feedback can hurt performance.
These findings show that even in simple cooperative tasks, LLM communication strategies diverge and depend on the granularity of feedback signals.
AsymPuzl thus provides a testbed for probing the limits of multi-turn cooperation and opens avenues for studying coordination mechanisms."
VSfvQxPPB0,SELU: Self-Learning Embodied MLLMs in Unknown Environments,Boyu Li; Haobin Jiang; Ziluo Ding; Xinrun Xu; Haoran Li; Dongbin Zhao; Zongqing Lu,2024,ICLR 2025 Conference Withdrawn Submission,https://openreview.net/forum?id=VSfvQxPPB0,"Recently, multimodal large language models (MLLMs) have demonstrated strong visual understanding and decision-making capabilities, enabling the exploration of autonomously improving MLLMs in unknown environments. However, external feedback like human or environmental feedback is not always available. To address this challenge, existing methods primarily focus on enhancing the decision-making capabilities of MLLMs through voting and scoring mechanisms, while little effort has been paid to improving the environmental comprehension of MLLMs in unknown environments. To fully unleash the self-learning potential of MLLMs, we propose a novel actor-critic self-learning paradigm, dubbed SELU, inspired by the actor-critic paradigm in reinforcement learning. The critic employs self-asking and hindsight relabeling to extract knowledge from interaction trajectories collected by the actor, thereby augmenting its environmental comprehension. Simultaneously, the actor is improved by the self-feedback provided by the critic, enhancing its decision-making. We evaluate our method in the AI2-THOR and VirtualHome environments, and SELU achieves critic improvements of approximately 28% and 30%, and actor improvements of about 20% and 24% via self-learning."
OdWqG5O9pc,Taking on comments and providing clarifications,,2024,,https://openreview.net/forum?id=1dUdNzLJRF,
jOHbTGZbJm,Continue,,2025,,https://openreview.net/forum?id=MPYsaBgZIT,
fiojIiKZoK,,,2025,,https://openreview.net/forum?id=rzJlQi3rAd,
MkT61k7aXH,,,2024,,https://openreview.net/forum?id=tTBXePRKSx,
dqlY6Bj4pQ,,,2025,,https://openreview.net/forum?id=IC5WZt23gv,
EQQ6gunypD,,,2024,,https://openreview.net/forum?id=KmmNb7631I,
KUVkcvcSUg,,,2024,,https://openreview.net/forum?id=kN25ggeq1J,
uO3weKqead,,,2024,,https://openreview.net/forum?id=4Po8d9GAfQ,
wPzBAy9SSr,,,2023,,https://openreview.net/forum?id=VP20ZB6DHL,
CbwSUVpGxt,,,2025,,https://openreview.net/forum?id=6bthH14pD8,
PTpabEufQI,,,2025,,https://openreview.net/forum?id=wkRrpXD8Np,
owk4CTi5FQ,,,2025,,https://openreview.net/forum?id=l6uUFUKWHw,
e9kcYEmDxr,,,2023,,https://openreview.net/forum?id=XD0PHQ5ry4,
W68uH2UZV1,Cross-Refine: Improving Natural Language Explanation Generation by Learning in Tandem,Qianli Wang; Tatiana Anikina; Nils Feldhus; Simon Ostermann; Sebastian Möller; Vera Schmitt,2025,COLING 2025,https://openreview.net/forum?id=W68uH2UZV1,"Natural language explanations (NLEs) are vital for elucidating the reasoning behind large language model (LLM) decisions. Many techniques have been developed to generate NLEs using LLMs. However, like humans, LLMs might not always produce optimal NLEs on first attempt. Inspired by human learning processes, we introduce Cross-Refine, which employs role modeling by deploying two LLMs as generator and critic, respectively. The generator outputs a first NLE and then refines this initial explanation using feedback and suggestions provided by the critic. Cross-Refine does not require any supervised training data or additional training. We validate Cross-Refine across three NLP tasks using three state-of-the-art open-source LLMs through automatic and human evaluation. We select Self-Refine (Madaan et al., 2023) as the baseline, which only utilizes self-feedback to refine the explanations. Our findings from automatic evaluation and a user study indicate that Cross-Refine outperforms Self-Refine. Meanwhile, Cross-Refine can perform effectively with less powerful LLMs, whereas Self-Refine only yields strong results with ChatGPT. Additionally, we conduct an ablation study to assess the importance of feedback and suggestions. Both of them play an important role in refining explanations. We further evaluate Cross-Refine on a bilingual dataset in English and German."
ifIhhyUO0m,Cross-Refine: Improving Natural Language Explanation Generation by Learning in Tandem,Qianli Wang; Tatiana Anikina; Nils Feldhus; Simon Ostermann; Sebastian Möller; Vera Schmitt,2024,COLING 2025,https://openreview.net/forum?id=ifIhhyUO0m,"Natural language explanations (NLEs) are vital for elucidating the reasoning behind large language model (LLM) decisions. Many techniques have been developed to generate NLEs using LLMs. However, like humans, LLMs might not always produce optimal NLEs on first attempt. Inspired by human learning processes, we introduce Cross-Refine, which employs role modeling by deploying two LLMs as generator and critic, respectively. The generator outputs a first NLE and then refines this initial explanation using feedback and suggestions provided by the critic. Cross-Refine does not require any supervised training data or additional training. We validate Cross-Refine across three NLP tasks using three state-of-the-art open-source LLMs through automatic and human evaluation. We select Self-Refine (Madaan et al., 2023) as the baseline, which only utilizes self-feedback to refine the explanations. Our findings from automatic evaluation and a user study indicate that Cross-Refine outperforms Self-Refine. Meanwhile, Cross-Refine can perform effectively with less powerful LLMs, whereas Self-Refine only yields strong results with ChatGPT. Additionally, we conduct an ablation study to assess the importance of feedback and suggestions. Both of them play an important role in refining explanations. We further evaluate Cross-Refine on a bilingual dataset in English and German."
jJvJqgPZCD,Improving Language Model Self-Correction Capability with Meta-Feedback,Xinnuo Li; Yunxiang Zhang; Lu Wang,2024,ICLR 2025 Conference Withdrawn Submission,https://openreview.net/forum?id=jJvJqgPZCD,"Large language models (LLMs) are capable of self-correcting their responses by generating feedback and refining the initial output. However, their performance may sometimes decline following self-correction, either because the feedback contains errors or due to unnecessarily attempting to refine an already accurate response. To address these limitations, we investigate whether the same LLM can generate meta-feedback that pinpoints errors in the feedback rather than the response, an ability that remains under-explored despite extensive research on LLMs' self-feedback generation. We design a novel self-correction prompting framework, Feedback-on-Feedback (FoF), which leverages meta-feedback to improve the feedback before refining the response. Our framework first samples multiple pieces of feedback for the initial response, and prompts the LLM to generate meta-feedback that analyzes the inconsistency between these feedback pieces. Based on the meta-feedback, the LLM generates refined feedback that subsequently guides the revision of the response. Our FoF framework consistently outperforms competitive baselines across two LLMs on three datasets, covering arithmetic reasoning, machine translation, and programming tasks. Specifically, FoF improves performance on GSM8K by 3.6 points (45.2% vs. 41.6% for the initial answer) and on MBPP by 6.4 points (51.7% vs. 45.3%) using the LLaMA-3-8B model."
aNYabH9Th4,RITUAL: Random Image Transformations as a Universal Anti-hallucination Lever in LVLMs,Sangmin Woo; Jaehyuk Jang; Donguk Kim; Yubin Choi; Changick Kim,2024,ICLR 2025 Conference Withdrawn Submission,https://openreview.net/forum?id=aNYabH9Th4,"Recent advancements in Large Vision Language Models (LVLMs) have revolutionized how machines understand and generate textual responses based on visual inputs. Despite their impressive capabilities, they often produce ""hallucinatory"" outputs that do not accurately reflect the visual information, posing challenges in reliability and trustworthiness. Inspired by test-time augmentation, we propose a simple, training-free method termed RITUAL to enhance robustness against hallucinations in LVLMs. RITUAL introduces random image transformations as complementary inputs during the decoding phase. Importantly, these transformations are not employed during the training of the LVLMs. This straightforward strategy reduces the likelihood of hallucinations by exposing the model to varied visual scenarios, enriching its decision-making process. While transformed images alone may initially degrade performance, we empirically find that strategically combining them with the original images mitigates hallucinations. Specifically, in cases where hallucinations occur with the original image, the transformed images help correct misinterpretations by adjusting the probability distribution. By diversifying the visual input space, RITUAL provides a more robust foundation for generating accurate outputs. Notably, our method works seamlessly with existing contrastive decoding methods and does not require external models or costly self-feedback mechanisms, making it a practical addition. While extremely simple, RITUAL significantly outperforms existing contrastive decoding methods across several object hallucination benchmarks, including POPE, CHAIR, and MME."
ddf3JggDBb,,,2025,,https://openreview.net/forum?id=p8sBNCqQUY,
8AKxMCMKPP,,,2024,,https://openreview.net/forum?id=aNYabH9Th4,
lpmZITrm3E,,,2023,,https://openreview.net/forum?id=LIW88mwqgv,
8y7R2pdCl7,Text as parameter: interactive prompt optimisation for large language models,Hsien-chin Lin; Chia-Hao Shen; Benjamin Matthias Ruppik; Carel van Niekerk; Michael Heck; Nurul Lubis; Renato Vukovic; Shutong Feng; Milica Gasic,2024,ICLR 2025 Conference Withdrawn Submission,https://openreview.net/forum?id=8y7R2pdCl7,"Large language models (LLMs) can handle a variety of tasks conditioned on natural language instructions. While fine-tuning improves task-specific performance, adjusting the model weights of LLMs requires a huge amount of computational resources, and it is impractical for real-time updates. Alternatively, prompting allows LLMs to adapt to a broad range of tasks without the need for computationally intensive gradient-based optimisation. 
However, crafting effective prompts remains a challenge, to the extent that it is even unclear if expert in-domain knowledge is what is needed or experience in writing prompts or something else. 
Approaches like meta-prompting and self-feedback seek to alleviate this burden, but they rely primarily on a numerical feedback signal, leaving the potential of textual feedback unexplored. 
These methods also typically require numerous interactions with the environment to gather sufficient context, leading to significant computational overhead.

In this work, we propose a novel framework that takes a prompted large language model as an optimiser and treats the text-based prompt itself as a parameter. 
By interacting with the environment to collect feedback, our proposed method constructs the updated textual prompt. 
Our experimental results demonstrate that this method not only achieves superior performance but also automatically incorporates domain-specific knowledge, establishing a scientifically motivated, practical and efficient approach to prompting for future research."
EuZvGIgjXt,,,2024,,https://openreview.net/forum?id=gdzpnRBP4F,
YreedAlOAm,Author Response,,2025,,https://openreview.net/forum?id=cmHkNCtvb5,
dp441GxExe,Review,,2024,,https://openreview.net/forum?id=DFb1gwnhQS,
X6mpiUEWPe,TabX: X-cellent at Complex Tables and Beyond,Jingyu Zhang; Peng Li; Lina Gong; Songcan Chen; Mingqiang Wei,2025,ICLR 2026 Conference Withdrawn Submission,https://openreview.net/forum?id=X6mpiUEWPe,"Recent advances in table understanding have shifted from text-based large language model (LLM) methods to multimodal LLM (MLLM) methods like Table-LLaVA that directly process table images. Despite these advances, existing table MLLMs still exhibit limited robustness to complex table layouts and poor generalization to unseen tasks. We trace these failings to two fundamental issues in their development pipeline: (1) a low-quality dataset composed of instruction-table-answer triplets and (2) a lack of all-around understanding of table images. This predicament is analogous to a student learning from flawed material with no mechanism for self-correction. Typically, true understanding is not attained through passive study alone, but rather through iterative self-evaluation and the correction of errors under teacher guidance. Inspired by this cognitive process, we first curate a new dataset, MMTab-Pro, by introducing three challenging tuning tasks that encourage the model to perform a deeper understanding of table content and structure, while applying a reflection-based enhancement to refine low-quality triplets. We further propose a Self-Evolution with Teacher-Tuning (SETT) framework to fine-tune the model, which enables the model to evolve through self-feedback and the guidance of a stronger teacher model, continuously refining both data suitability and model comprehension. Finally, through the two-step pipeline developed above, we present TabX, a robust and generalizable table MLLM. Experiments on the MMTab-eval benchmark show that TabX outperforms existing models, particularly on structurally complex and unseen tasks."
G7sIFXugTX,SWE-Search: Enhancing Software Agents with Monte Carlo Tree Search and Iterative Refinement,Antonis Antoniades; Albert Örwall; Kexun Zhang; Yuxi Xie; Anirudh Goyal; William Yang Wang,2024,ICLR 2025 Poster,https://openreview.net/forum?id=G7sIFXugTX,"Software engineers operating in complex and dynamic environments must continuously adapt to evolving requirements, learn iteratively from experience, and reconsider their approaches based on new insights. However, current large language model (LLM)-based software agents often follow linear, sequential processes that prevent backtracking and exploration of alternative solutions, limiting their ability to rethink their strategies when initial approaches prove ineffective. To address these challenges, we propose SWE-Search, a multi-agent framework that integrates Monte Carlo Tree Search (MCTS) with a self-improvement mechanism to enhance software agents' performance on repository-level software tasks. SWE-Search extends traditional MCTS by incorporating a hybrid value function that leverages LLMs for both numerical value estimation and qualitative evaluation. This enables self-feedback loops where agents iteratively refine their strategies based on both quantitative numerical evaluations and qualitative natural language assessments of pursued trajectories. The framework includes a SWE-Agent for adaptive exploration, a Value Agent for iterative feedback, and a Discriminator Agent that facilitates multi-agent debate for collaborative decision-making. Applied to the SWE-bench benchmark, our approach demonstrates a 23% relative improvement in performance across five models compared to standard open-source agents without MCTS. Our analysis reveals how performance scales with increased inference-time compute through deeper search, providing a pathway to improve software agents without requiring larger models or additional training data. This highlights the potential of self-evaluation driven search techniques in complex software engineering environments."
3E3MhQV8FU,,,2023,,https://openreview.net/forum?id=XD0PHQ5ry4,
EfArYuYMxs,Response to Concerns on the Computation Cost (2/2),,2024,,https://openreview.net/forum?id=gGWYecsK1U,
XD0PHQ5ry4,SELF: Language-Driven Self-Evolution for Large Language Model,Jianqiao Lu; Wanjun Zhong; Wenyong Huang; Yufei Wang; Fei Mi; Baojun Wang; Weichao Wang; Lifeng Shang; Qun Liu,2023,Submitted to ICLR 2024,https://openreview.net/forum?id=XD0PHQ5ry4,"Large Language Models (LLMs) have showcased remarkable versatility across diverse domains. However, the pathway toward autonomous model development, a cornerstone for achieving human-level learning and advancing autonomous AI, remains largely uncharted. Drawing inspiration from the human capability for self-driven learning, characterized by introspection and continuous refinement, we introduce an innovative approach, termed ``SELF"" (Self-Evolution with Language Feedback). This methodology empowers LLMs to undergo continual self-evolution, thereby augmenting their inherent capabilities. Furthermore, SELF employs language-based feedback as a versatile and comprehensive evaluative tool, pinpointing areas for response refinement and bolstering the stability of self-evolutionary training. Through this approach, we aim to illuminate the prospects of autonomous AI advancement, drawing parallels with the human aptitude for learning and adaptation. 
Initiating with meta-skill learning, SELF acquires foundational meta-skills with a focus on self-feedback and self-refinement. These meta-skills are critical, guiding the model's subsequent self-evolution through a cycle of perpetual training with self-curated data, thereby enhancing its intrinsic abilities. Given unlabeled instructions, SELF equips the model with the capability to autonomously generate and interactively refine responses. This synthesized training data is subsequently filtered and utilized for iterative fine-tuning, enhancing the model's capabilities. Experimental results on representative benchmarks substantiate that SELF can progressively advance its inherent abilities without the requirement of human intervention, thereby indicating a viable pathway for autonomous model evolution. 
Additionally, SELF can employ online self-refinement strategy to produce responses of superior quality.
In essence, the SELF framework signifies a progressive step towards autonomous LLM development, transforming the LLM from a mere passive recipient of information into an active participant in its own evolution."
cW28yDrNiW,,,2025,,https://openreview.net/forum?id=bQgaTaN2eG,
FxWYlQTWQe,,,2025,,https://openreview.net/forum?id=4xPYLcR0I0,
cdYsVcOMeo,,,2025,,https://openreview.net/forum?id=nbhDNDDZMe,
k1PWENfGXE,,,2024,,https://openreview.net/forum?id=ZNsWJkFrqQ,
9hDsQgXYK9,Response to Reviewer v4fH [Part 4/4],,2023,,https://openreview.net/forum?id=EhrzQwsV4K,
GSIygNoYyn,,,2024,,https://openreview.net/forum?id=gdzpnRBP4F,
hsI2eDXtRg,Re to Performance of Iteration,,2024,,https://openreview.net/forum?id=pUbbLHjCPM,
Tfyk8wMhpC,Further Enhancements & A Kind Reminder,,2024,,https://openreview.net/forum?id=K3KrOsR6y9,
VGsIXitf5Z,Response to Reviewer ARUW (2/4),,2023,,https://openreview.net/forum?id=XD0PHQ5ry4,
U9yEXxboJ6,,,2025,,https://openreview.net/forum?id=Uft46u0GRx,
S6JhvaHZ7N,Response to Authors,,2024,,https://openreview.net/forum?id=st7XqFgbAH,
HTwDAMisv1,,,2024,,https://openreview.net/forum?id=GBIUbwW9D8,
